region,parti,procent
1281 Lund,övriga partier,7.3
1281 Lund,ogiltiga valsedlar,..
1281 Lund,ej röstande,..
1282 Landskrona,Moderaterna,19.9
1282 Landskrona,Centerpartiet,2.8
1282 Landskrona,Folkpartiet,7
1282 Landskrona,Kristdemokraterna,2
1282 Landskrona,Miljöpartiet,5
1282 Landskrona,Socialdemokraterna,37.3
1282 Landskrona,Vänsterpartiet,4.2
1282 Landskrona,Sverigedemokraterna,18.8
1282 Landskrona,övriga partier,3
1282 Landskrona,ogiltiga valsedlar,..
1282 Landskrona,ej röstande,..
1283 Helsingborg,Moderaterna,27.3
1283 Helsingborg,Centerpartiet,3.4
1283 Helsingborg,Folkpartiet,5.3
1283 Helsingborg,Kristdemokraterna,3.4
1283 Helsingborg,Miljöpartiet,6.7
1283 Helsingborg,Socialdemokraterna,29.5
1283 Helsingborg,Vänsterpartiet,4.1
1283 Helsingborg,Sverigedemokraterna,17.4
1283 Helsingborg,övriga partier,2.8
1283 Helsingborg,ogiltiga valsedlar,..
1283 Helsingborg,ej röstande,..
1284 Höganäs,Moderaterna,33.9
1284 Höganäs,Centerpartiet,5.3
1284 Höganäs,Folkpartiet,6.4
1284 Höganäs,Kristdemokraterna,5.4
1284 Höganäs,Miljöpartiet,6.3
1284 Höganäs,Socialdemokraterna,22
1284 Höganäs,Vänsterpartiet,3
1284 Höganäs,Sverigedemokraterna,14.8
1284 Höganäs,övriga partier,3
1284 Höganäs,ogiltiga valsedlar,..
1284 Höganäs,ej röstande,..
1285 Eslöv,Moderaterna,20
1285 Eslöv,Centerpartiet,6.7
1285 Eslöv,Folkpartiet,4.4
1285 Eslöv,Kristdemokraterna,2.3
1285 Eslöv,Miljöpartiet,5.7
1285 Eslöv,Socialdemokraterna,32.8
1285 Eslöv,Vänsterpartiet,3.7
1285 Eslöv,Sverigedemokraterna,21.5
1285 Eslöv,övriga partier,2.9
1285 Eslöv,ogiltiga valsedlar,..
1285 Eslöv,ej röstande,..
1286 Ystad,Moderaterna,28.1
1286 Ystad,Centerpartiet,6.2
1286 Ystad,Folkpartiet,4.7
1286 Ystad,Kristdemokraterna,3
1286 Ystad,Miljöpartiet,5.3
1286 Ystad,Socialdemokraterna,30.1
1286 Ystad,Vänsterpartiet,2.9
1286 Ystad,Sverigedemokraterna,16.8
1286 Ystad,övriga partier,3
1286 Ystad,ogiltiga valsedlar,..
1286 Ystad,ej röstande,..
1287 Trelleborg,Moderaterna,23.9
1287 Trelleborg,Centerpartiet,4
1287 Trelleborg,Folkpartiet,3.9
1287 Trelleborg,Kristdemokraterna,2.5
1287 Trelleborg,Miljöpartiet,4.3
1287 Trelleborg,Socialdemokraterna,32.8
1287 Trelleborg,Vänsterpartiet,2.5
1287 Trelleborg,Sverigedemokraterna,23.8
1287 Trelleborg,övriga partier,2.4
1287 Trelleborg,ogiltiga valsedlar,..
1287 Trelleborg,ej röstande,..
1290 Kristianstad,Moderaterna,22.5
1290 Kristianstad,Centerpartiet,5.2
1290 Kristianstad,Folkpartiet,6.4
1290 Kristianstad,Kristdemokraterna,3.3
1290 Kristianstad,Miljöpartiet,5.9
1290 Kristianstad,Socialdemokraterna,29.8
1290 Kristianstad,Vänsterpartiet,3.1
1290 Kristianstad,Sverigedemokraterna,21.5
1290 Kristianstad,övriga partier,2.4
1290 Kristianstad,ogiltiga valsedlar,..
1290 Kristianstad,ej röstande,..
1291 Simrishamn,Moderaterna,25.1
1291 Simrishamn,Centerpartiet,7.6
1291 Simrishamn,Folkpartiet,4.5
1291 Simrishamn,Kristdemokraterna,3.6
1291 Simrishamn,Miljöpartiet,5.8
1291 Simrishamn,Socialdemokraterna,26.1
1291 Simrishamn,Vänsterpartiet,3.6
1291 Simrishamn,Sverigedemokraterna,19.2
1291 Simrishamn,övriga partier,4.5
1291 Simrishamn,ogiltiga valsedlar,..
1291 Simrishamn,ej röstande,..
1292 Ängelholm,Moderaterna,29.5
1292 Ängelholm,Centerpartiet,6.2
1292 Ängelholm,Folkpartiet,4.7
1292 Ängelholm,Kristdemokraterna,4.7
1292 Ängelholm,Miljöpartiet,6
1292 Ängelholm,Socialdemokraterna,26.5
1292 Ängelholm,Vänsterpartiet,2.7
1292 Ängelholm,Sverigedemokraterna,17.6
1292 Ängelholm,övriga partier,2.3
1292 Ängelholm,ogiltiga valsedlar,..
1292 Ängelholm,ej röstande,..
1293 Hässleholm,Moderaterna,19
1293 Hässleholm,Centerpartiet,6.1
1293 Hässleholm,Folkpartiet,3.8
1293 Hässleholm,Kristdemokraterna,5.1
1293 Hässleholm,Miljöpartiet,6.9
1293 Hässleholm,Socialdemokraterna,29.9
1293 Hässleholm,Vänsterpartiet,3.1
1293 Hässleholm,Sverigedemokraterna,23.5
1293 Hässleholm,övriga partier,2.6
1293 Hässleholm,ogiltiga valsedlar,..
1293 Hässleholm,ej röstande,..
1315 Hylte,Moderaterna,17.3
1315 Hylte,Centerpartiet,12.1
1315 Hylte,Folkpartiet,4.2
1315 Hylte,Kristdemokraterna,3.3
1315 Hylte,Miljöpartiet,2.9
1315 Hylte,Socialdemokraterna,36.6
1315 Hylte,Vänsterpartiet,2.9
1315 Hylte,Sverigedemokraterna,18.5
1315 Hylte,övriga partier,2.2
1315 Hylte,ogiltiga valsedlar,..
1315 Hylte,ej röstande,..
1380 Halmstad,Moderaterna,24.6
1380 Halmstad,Centerpartiet,6.3
1380 Halmstad,Folkpartiet,5.4
1380 Halmstad,Kristdemokraterna,3.9
1380 Halmstad,Miljöpartiet,6.2
1380 Halmstad,Socialdemokraterna,33.4
1380 Halmstad,Vänsterpartiet,4.5
1380 Halmstad,Sverigedemokraterna,12.4
1380 Halmstad,övriga partier,3.4
1380 Halmstad,ogiltiga valsedlar,..
1380 Halmstad,ej röstande,..
1381 Laholm,Moderaterna,24.8
1381 Laholm,Centerpartiet,11.3
1381 Laholm,Folkpartiet,3.9
1381 Laholm,Kristdemokraterna,3.9
1381 Laholm,Miljöpartiet,5.1
1381 Laholm,Socialdemokraterna,27
1381 Laholm,Vänsterpartiet,3
1381 Laholm,Sverigedemokraterna,18.3
1381 Laholm,övriga partier,2.8
1381 Laholm,ogiltiga valsedlar,..
1381 Laholm,ej röstande,..
1382 Falkenberg,Moderaterna,23.2
1382 Falkenberg,Centerpartiet,11.3
1382 Falkenberg,Folkpartiet,4
1382 Falkenberg,Kristdemokraterna,3.9
1382 Falkenberg,Miljöpartiet,5.7
1382 Falkenberg,Socialdemokraterna,32.6
1382 Falkenberg,Vänsterpartiet,3.9
1382 Falkenberg,Sverigedemokraterna,13
1382 Falkenberg,övriga partier,2.2
1382 Falkenberg,ogiltiga valsedlar,..
1382 Falkenberg,ej röstande,..
1383 Varberg,Moderaterna,25.2
1383 Varberg,Centerpartiet,9.1
1383 Varberg,Folkpartiet,5.2
1383 Varberg,Kristdemokraterna,4.2
1383 Varberg,Miljöpartiet,6.1
1383 Varberg,Socialdemokraterna,31.4
1383 Varberg,Vänsterpartiet,4.2
1383 Varberg,Sverigedemokraterna,11.6
1383 Varberg,övriga partier,3
1383 Varberg,ogiltiga valsedlar,..
1383 Varberg,ej röstande,..
1384 Kungsbacka,Moderaterna,38
1384 Kungsbacka,Centerpartiet,7.6
1384 Kungsbacka,Folkpartiet,8.1
1384 Kungsbacka,Kristdemokraterna,5.5
1384 Kungsbacka,Miljöpartiet,6
1384 Kungsbacka,Socialdemokraterna,17.1
1384 Kungsbacka,Vänsterpartiet,2.9
1384 Kungsbacka,Sverigedemokraterna,12
1384 Kungsbacka,övriga partier,2.8
1384 Kungsbacka,ogiltiga valsedlar,..
1384 Kungsbacka,ej röstande,..
1401 Härryda,Moderaterna,29.5
1401 Härryda,Centerpartiet,6.2
1401 Härryda,Folkpartiet,8.2
1401 Härryda,Kristdemokraterna,4.9
1401 Härryda,Miljöpartiet,8
1401 Härryda,Socialdemokraterna,22.6
1401 Härryda,Vänsterpartiet,4.6
1401 Härryda,Sverigedemokraterna,12.6
1401 Härryda,övriga partier,3.5
1401 Härryda,ogiltiga valsedlar,..
1401 Härryda,ej röstande,..
1402 Partille,Moderaterna,27.3
1402 Partille,Centerpartiet,4.5
1402 Partille,Folkpartiet,8
1402 Partille,Kristdemokraterna,5.4
1402 Partille,Miljöpartiet,8
1402 Partille,Socialdemokraterna,24.9
1402 Partille,Vänsterpartiet,6.1
1402 Partille,Sverigedemokraterna,11.6
1402 Partille,övriga partier,4.2
1402 Partille,ogiltiga valsedlar,..
1402 Partille,ej röstande,..
1407 Öckerö,Moderaterna,30.2
1407 Öckerö,Centerpartiet,2.9
1407 Öckerö,Folkpartiet,6.9
1407 Öckerö,Kristdemokraterna,16.9
1407 Öckerö,Miljöpartiet,5.3
1407 Öckerö,Socialdemokraterna,20.4
1407 Öckerö,Vänsterpartiet,4
1407 Öckerö,Sverigedemokraterna,10.6
1407 Öckerö,övriga partier,2.9
1407 Öckerö,ogiltiga valsedlar,..
1407 Öckerö,ej röstande,..
1415 Stenungsund,Moderaterna,28.5
1415 Stenungsund,Centerpartiet,5.9
1415 Stenungsund,Folkpartiet,6.5
1415 Stenungsund,Kristdemokraterna,4.4
1415 Stenungsund,Miljöpartiet,6.4
1415 Stenungsund,Socialdemokraterna,27.6
1415 Stenungsund,Vänsterpartiet,4.2
1415 Stenungsund,Sverigedemokraterna,13.7
1415 Stenungsund,övriga partier,2.8
1415 Stenungsund,ogiltiga valsedlar,..
1415 Stenungsund,ej röstande,..
1419 Tjörn,Moderaterna,28.9
1419 Tjörn,Centerpartiet,5.5
1419 Tjörn,Folkpartiet,7.5
1419 Tjörn,Kristdemokraterna,10.1
1419 Tjörn,Miljöpartiet,5.5
1419 Tjörn,Socialdemokraterna,22.1
1419 Tjörn,Vänsterpartiet,3.5
1419 Tjörn,Sverigedemokraterna,14.2
1419 Tjörn,övriga partier,2.8
1419 Tjörn,ogiltiga valsedlar,..
1419 Tjörn,ej röstande,..
1421 Orust,Moderaterna,24.4
1421 Orust,Centerpartiet,8.6
1421 Orust,Folkpartiet,5.9
1421 Orust,Kristdemokraterna,4.5
1421 Orust,Miljöpartiet,5.4
1421 Orust,Socialdemokraterna,27.4
1421 Orust,Vänsterpartiet,5.3
1421 Orust,Sverigedemokraterna,15.2
1421 Orust,övriga partier,3.3
1421 Orust,ogiltiga valsedlar,..
1421 Orust,ej röstande,..
1427 Sotenäs,Moderaterna,31.4
1427 Sotenäs,Centerpartiet,5.2
1427 Sotenäs,Folkpartiet,6.6
1427 Sotenäs,Kristdemokraterna,5.4
1427 Sotenäs,Miljöpartiet,3.7
1427 Sotenäs,Socialdemokraterna,29.1
1427 Sotenäs,Vänsterpartiet,3.9
1427 Sotenäs,Sverigedemokraterna,12.4
1427 Sotenäs,övriga partier,2.2
1427 Sotenäs,ogiltiga valsedlar,..
1427 Sotenäs,ej röstande,..
1430 Munkedal,Moderaterna,19.5
1430 Munkedal,Centerpartiet,9.8
1430 Munkedal,Folkpartiet,3.2
1430 Munkedal,Kristdemokraterna,5
1430 Munkedal,Miljöpartiet,3.2
1430 Munkedal,Socialdemokraterna,31.8
1430 Munkedal,Vänsterpartiet,5.5
1430 Munkedal,Sverigedemokraterna,19.2
1430 Munkedal,övriga partier,2.7
1430 Munkedal,ogiltiga valsedlar,..
1430 Munkedal,ej röstande,..
1435 Tanum,Moderaterna,27.9
1435 Tanum,Centerpartiet,13.4
1435 Tanum,Folkpartiet,6.7
1435 Tanum,Kristdemokraterna,3.8
1435 Tanum,Miljöpartiet,5.2
1435 Tanum,Socialdemokraterna,23.5
1435 Tanum,Vänsterpartiet,4
1435 Tanum,Sverigedemokraterna,11.8
1435 Tanum,övriga partier,4
1435 Tanum,ogiltiga valsedlar,..
1435 Tanum,ej röstande,..
1438 Dals-Ed,Moderaterna,18.5
1438 Dals-Ed,Centerpartiet,13.8
1438 Dals-Ed,Folkpartiet,2.8
1438 Dals-Ed,Kristdemokraterna,7.1
1438 Dals-Ed,Miljöpartiet,2.7
1438 Dals-Ed,Socialdemokraterna,29.4
1438 Dals-Ed,Vänsterpartiet,2.8
1438 Dals-Ed,Sverigedemokraterna,20.3
1438 Dals-Ed,övriga partier,2.7
1438 Dals-Ed,ogiltiga valsedlar,..
1438 Dals-Ed,ej röstande,..
1439 Färgelanda,Moderaterna,13
1439 Färgelanda,Centerpartiet,13.8
1439 Färgelanda,Folkpartiet,3.2
1439 Färgelanda,Kristdemokraterna,3.7
1439 Färgelanda,Miljöpartiet,2.6
1439 Färgelanda,Socialdemokraterna,34.3
1439 Färgelanda,Vänsterpartiet,3.4
1439 Färgelanda,Sverigedemokraterna,24
1439 Färgelanda,övriga partier,2
1439 Färgelanda,ogiltiga valsedlar,..
1439 Färgelanda,ej röstande,..
1440 Ale,Moderaterna,22.2
1440 Ale,Centerpartiet,5.1
1440 Ale,Folkpartiet,4.3
1440 Ale,Kristdemokraterna,4.4
1440 Ale,Miljöpartiet,5.6
1440 Ale,Socialdemokraterna,32.3
1440 Ale,Vänsterpartiet,6.3
1440 Ale,Sverigedemokraterna,16.3
1440 Ale,övriga partier,3.5
1440 Ale,ogiltiga valsedlar,..
1440 Ale,ej röstande,..
1441 Lerum,Moderaterna,27.4
1441 Lerum,Centerpartiet,6
1441 Lerum,Folkpartiet,7.9
1441 Lerum,Kristdemokraterna,5.6
1441 Lerum,Miljöpartiet,8.5
1441 Lerum,Socialdemokraterna,23.6
1441 Lerum,Vänsterpartiet,5
1441 Lerum,Sverigedemokraterna,12
1441 Lerum,övriga partier,4
1441 Lerum,ogiltiga valsedlar,..
1441 Lerum,ej röstande,..
1442 Vårgårda,Moderaterna,18
1442 Vårgårda,Centerpartiet,11.9
1442 Vårgårda,Folkpartiet,4.3
1442 Vårgårda,Kristdemokraterna,10.4
1442 Vårgårda,Miljöpartiet,5.2
1442 Vårgårda,Socialdemokraterna,28
1442 Vårgårda,Vänsterpartiet,4.3
1442 Vårgårda,Sverigedemokraterna,15.7
1442 Vårgårda,övriga partier,2.2
1442 Vårgårda,ogiltiga valsedlar,..
1442 Vårgårda,ej röstande,..
1443 Bollebygd,Moderaterna,24.6
1443 Bollebygd,Centerpartiet,7.9
1443 Bollebygd,Folkpartiet,4.7
1443 Bollebygd,Kristdemokraterna,5.1
1443 Bollebygd,Miljöpartiet,5.2
1443 Bollebygd,Socialdemokraterna,27
1443 Bollebygd,Vänsterpartiet,4.3
1443 Bollebygd,Sverigedemokraterna,18.5
1443 Bollebygd,övriga partier,2.6
1443 Bollebygd,ogiltiga valsedlar,..
1443 Bollebygd,ej röstande,..
1444 Grästorp,Moderaterna,23.6
1444 Grästorp,Centerpartiet,13
1444 Grästorp,Folkpartiet,3.3
1444 Grästorp,Kristdemokraterna,4.2
1444 Grästorp,Miljöpartiet,3.6
1444 Grästorp,Socialdemokraterna,30.7
1444 Grästorp,Vänsterpartiet,3.9
1444 Grästorp,Sverigedemokraterna,15.8
1444 Grästorp,övriga partier,2
1444 Grästorp,ogiltiga valsedlar,..
1444 Grästorp,ej röstande,..
1445 Essunga,Moderaterna,24.2
1445 Essunga,Centerpartiet,11.4
1445 Essunga,Folkpartiet,2.8
1445 Essunga,Kristdemokraterna,4.3
1445 Essunga,Miljöpartiet,4.1
1445 Essunga,Socialdemokraterna,30.7
1445 Essunga,Vänsterpartiet,3.8
1445 Essunga,Sverigedemokraterna,16
1445 Essunga,övriga partier,2.5
1445 Essunga,ogiltiga valsedlar,..
1445 Essunga,ej röstande,..
1446 Karlsborg,Moderaterna,17.2
1446 Karlsborg,Centerpartiet,9.7
1446 Karlsborg,Folkpartiet,6
1446 Karlsborg,Kristdemokraterna,5.8
1446 Karlsborg,Miljöpartiet,3.6
1446 Karlsborg,Socialdemokraterna,35
1446 Karlsborg,Vänsterpartiet,3.2
1446 Karlsborg,Sverigedemokraterna,17.7
1446 Karlsborg,övriga partier,1.8
1446 Karlsborg,ogiltiga valsedlar,..
1446 Karlsborg,ej röstande,..
1447 Gullspång,Moderaterna,16
1447 Gullspång,Centerpartiet,7.9
1447 Gullspång,Folkpartiet,2.4
1447 Gullspång,Kristdemokraterna,3.8
1447 Gullspång,Miljöpartiet,3.1
1447 Gullspång,Socialdemokraterna,42.3
1447 Gullspång,Vänsterpartiet,5.3
1447 Gullspång,Sverigedemokraterna,16.4
1447 Gullspång,övriga partier,2.9
1447 Gullspång,ogiltiga valsedlar,..
1447 Gullspång,ej röstande,..
1452 Tranemo,Moderaterna,20.4
1452 Tranemo,Centerpartiet,13.2
1452 Tranemo,Folkpartiet,3.5
1452 Tranemo,Kristdemokraterna,4.1
1452 Tranemo,Miljöpartiet,4.5
1452 Tranemo,Socialdemokraterna,33.3
1452 Tranemo,Vänsterpartiet,3.2
1452 Tranemo,Sverigedemokraterna,15.4
1452 Tranemo,övriga partier,2.4
1452 Tranemo,ogiltiga valsedlar,..
1452 Tranemo,ej röstande,..
1460 Bengtsfors,Moderaterna,15.9
1460 Bengtsfors,Centerpartiet,9.6
1460 Bengtsfors,Folkpartiet,3
1460 Bengtsfors,Kristdemokraterna,4.5
1460 Bengtsfors,Miljöpartiet,3.3
1460 Bengtsfors,Socialdemokraterna,37.5
1460 Bengtsfors,Vänsterpartiet,3.7
1460 Bengtsfors,Sverigedemokraterna,19.2
1460 Bengtsfors,övriga partier,3.2
1460 Bengtsfors,ogiltiga valsedlar,..
1460 Bengtsfors,ej röstande,..
1461 Mellerud,Moderaterna,18.4
1461 Mellerud,Centerpartiet,12.6
1461 Mellerud,Folkpartiet,3.3
1461 Mellerud,Kristdemokraterna,4.8
1461 Mellerud,Miljöpartiet,3.3
1461 Mellerud,Socialdemokraterna,30.6
1461 Mellerud,Vänsterpartiet,3.7
1461 Mellerud,Sverigedemokraterna,21.1
1461 Mellerud,övriga partier,2.2
1461 Mellerud,ogiltiga valsedlar,..
1461 Mellerud,ej röstande,..
1462 Lilla Edet,Moderaterna,15.4
1462 Lilla Edet,Centerpartiet,6.3
1462 Lilla Edet,Folkpartiet,3.5
1462 Lilla Edet,Kristdemokraterna,3
1462 Lilla Edet,Miljöpartiet,4.2
1462 Lilla Edet,Socialdemokraterna,35.3
1462 Lilla Edet,Vänsterpartiet,6.4
1462 Lilla Edet,Sverigedemokraterna,22.7
1462 Lilla Edet,övriga partier,3.1
1462 Lilla Edet,ogiltiga valsedlar,..
1462 Lilla Edet,ej röstande,..
1463 Mark,Moderaterna,18.9
1463 Mark,Centerpartiet,8.9
1463 Mark,Folkpartiet,5.2
1463 Mark,Kristdemokraterna,5.2
1463 Mark,Miljöpartiet,5.4
1463 Mark,Socialdemokraterna,33.2
1463 Mark,Vänsterpartiet,5.6
1463 Mark,Sverigedemokraterna,14.8
1463 Mark,övriga partier,2.9
1463 Mark,ogiltiga valsedlar,..
1463 Mark,ej röstande,..
1465 Svenljunga,Moderaterna,21.3
1465 Svenljunga,Centerpartiet,11.4
1465 Svenljunga,Folkpartiet,4
1465 Svenljunga,Kristdemokraterna,4.2
1465 Svenljunga,Miljöpartiet,3.5
1465 Svenljunga,Socialdemokraterna,30.2
1465 Svenljunga,Vänsterpartiet,3.2
1465 Svenljunga,Sverigedemokraterna,19
1465 Svenljunga,övriga partier,3.1
1465 Svenljunga,ogiltiga valsedlar,..
1465 Svenljunga,ej röstande,..
1466 Herrljunga,Moderaterna,18.9
1466 Herrljunga,Centerpartiet,12.7
1466 Herrljunga,Folkpartiet,4.2
1466 Herrljunga,Kristdemokraterna,7
1466 Herrljunga,Miljöpartiet,4.3
1466 Herrljunga,Socialdemokraterna,28.4
1466 Herrljunga,Vänsterpartiet,4.3
1466 Herrljunga,Sverigedemokraterna,17.4
1466 Herrljunga,övriga partier,2.7
1466 Herrljunga,ogiltiga valsedlar,..
1466 Herrljunga,ej röstande,..
1470 Vara,Moderaterna,25.7
1470 Vara,Centerpartiet,11
1470 Vara,Folkpartiet,3.3
1470 Vara,Kristdemokraterna,4.1
1470 Vara,Miljöpartiet,3.4
1470 Vara,Socialdemokraterna,29.6
1470 Vara,Vänsterpartiet,4
1470 Vara,Sverigedemokraterna,17.1
1470 Vara,övriga partier,1.8
1470 Vara,ogiltiga valsedlar,..
1470 Vara,ej röstande,..
1471 Götene,Moderaterna,18.9
1471 Götene,Centerpartiet,9.4
1471 Götene,Folkpartiet,3.8
1471 Götene,Kristdemokraterna,6.2
1471 Götene,Miljöpartiet,4.8
1471 Götene,Socialdemokraterna,36
1471 Götene,Vänsterpartiet,5.2
1471 Götene,Sverigedemokraterna,12.9
1471 Götene,övriga partier,2.9
1471 Götene,ogiltiga valsedlar,..
1471 Götene,ej röstande,..
1472 Tibro,Moderaterna,16.9
1472 Tibro,Centerpartiet,7.3
1472 Tibro,Folkpartiet,4.7
1472 Tibro,Kristdemokraterna,7
1472 Tibro,Miljöpartiet,4.4
1472 Tibro,Socialdemokraterna,37.1
1472 Tibro,Vänsterpartiet,3.6
1472 Tibro,Sverigedemokraterna,16.8
1472 Tibro,övriga partier,2.1
1472 Tibro,ogiltiga valsedlar,..
1472 Tibro,ej röstande,..
1473 Töreboda,Moderaterna,18.4
1473 Töreboda,Centerpartiet,12.1
1473 Töreboda,Folkpartiet,2.6
1473 Töreboda,Kristdemokraterna,3.9
1473 Töreboda,Miljöpartiet,3.7
1473 Töreboda,Socialdemokraterna,35.6
1473 Töreboda,Vänsterpartiet,4.1
1473 Töreboda,Sverigedemokraterna,17.3
1473 Töreboda,övriga partier,2.2
1473 Töreboda,ogiltiga valsedlar,..
1473 Töreboda,ej röstande,..
1480 Göteborg,Moderaterna,23.9
1480 Göteborg,Centerpartiet,3.8
1480 Göteborg,Folkpartiet,7.2
1480 Göteborg,Kristdemokraterna,4.6
1480 Göteborg,Miljöpartiet,9.8
1480 Göteborg,Socialdemokraterna,23.7
1480 Göteborg,Vänsterpartiet,9.4
1480 Göteborg,Sverigedemokraterna,9.6
1480 Göteborg,övriga partier,8
1480 Göteborg,ogiltiga valsedlar,..
1480 Göteborg,ej röstande,..
1481 Mölndal,Moderaterna,25.5
1481 Mölndal,Centerpartiet,5.1
1481 Mölndal,Folkpartiet,8.4
1481 Mölndal,Kristdemokraterna,5.3
1481 Mölndal,Miljöpartiet,9.1
1481 Mölndal,Socialdemokraterna,25.3
1481 Mölndal,Vänsterpartiet,5.8
1481 Mölndal,Sverigedemokraterna,11.6
1481 Mölndal,övriga partier,4.1
1481 Mölndal,ogiltiga valsedlar,..
1481 Mölndal,ej röstande,..
1482 Kungälv,Moderaterna,26.1
1482 Kungälv,Centerpartiet,6.6
1482 Kungälv,Folkpartiet,6.6
1482 Kungälv,Kristdemokraterna,5.7
1482 Kungälv,Miljöpartiet,6.4
1482 Kungälv,Socialdemokraterna,26.9
1482 Kungälv,Vänsterpartiet,4.9
1482 Kungälv,Sverigedemokraterna,13.6
1482 Kungälv,övriga partier,3.1
1482 Kungälv,ogiltiga valsedlar,..
1482 Kungälv,ej röstande,..
1484 Lysekil,Moderaterna,18
1484 Lysekil,Centerpartiet,5.3
1484 Lysekil,Folkpartiet,6.2
1484 Lysekil,Kristdemokraterna,4.2
1484 Lysekil,Miljöpartiet,5.8
1484 Lysekil,Socialdemokraterna,35.4
1484 Lysekil,Vänsterpartiet,6.1
1484 Lysekil,Sverigedemokraterna,15.9
1484 Lysekil,övriga partier,3.1
1484 Lysekil,ogiltiga valsedlar,..
1484 Lysekil,ej röstande,..
1485 Uddevalla,Moderaterna,20.5
1485 Uddevalla,Centerpartiet,4.8
1485 Uddevalla,Folkpartiet,4.8
1485 Uddevalla,Kristdemokraterna,5.3
1485 Uddevalla,Miljöpartiet,6
1485 Uddevalla,Socialdemokraterna,33.8
1485 Uddevalla,Vänsterpartiet,6
1485 Uddevalla,Sverigedemokraterna,15.4
1485 Uddevalla,övriga partier,3.3
1485 Uddevalla,ogiltiga valsedlar,..
1485 Uddevalla,ej röstande,..
1486 Strömstad,Moderaterna,23
1486 Strömstad,Centerpartiet,9.5
1486 Strömstad,Folkpartiet,7.3
1486 Strömstad,Kristdemokraterna,4.1
1486 Strömstad,Miljöpartiet,7.6
1486 Strömstad,Socialdemokraterna,27
1486 Strömstad,Vänsterpartiet,4.6
1486 Strömstad,Sverigedemokraterna,13.5
1486 Strömstad,övriga partier,3.3
1486 Strömstad,ogiltiga valsedlar,..
1486 Strömstad,ej röstande,..
1487 Vänersborg,Moderaterna,17.8
1487 Vänersborg,Centerpartiet,6.5
1487 Vänersborg,Folkpartiet,4.8
1487 Vänersborg,Kristdemokraterna,4.5
1487 Vänersborg,Miljöpartiet,6.2
1487 Vänersborg,Socialdemokraterna,34.7
1487 Vänersborg,Vänsterpartiet,6.7
1487 Vänersborg,Sverigedemokraterna,15.9
1487 Vänersborg,övriga partier,2.9
1487 Vänersborg,ogiltiga valsedlar,..
1487 Vänersborg,ej röstande,..
1488 Trollhättan,Moderaterna,17.9
1488 Trollhättan,Centerpartiet,4.1
1488 Trollhättan,Folkpartiet,5.3
1488 Trollhättan,Kristdemokraterna,3.7
1488 Trollhättan,Miljöpartiet,6.1
1488 Trollhättan,Socialdemokraterna,40.6
1488 Trollhättan,Vänsterpartiet,5.8
1488 Trollhättan,Sverigedemokraterna,13.5
1488 Trollhättan,övriga partier,3.1
1488 Trollhättan,ogiltiga valsedlar,..
1488 Trollhättan,ej röstande,..
1489 Alingsås,Moderaterna,22.6
1489 Alingsås,Centerpartiet,6.7
1489 Alingsås,Folkpartiet,6.9
1489 Alingsås,Kristdemokraterna,6.9
1489 Alingsås,Miljöpartiet,8.9
1489 Alingsås,Socialdemokraterna,27.5
1489 Alingsås,Vänsterpartiet,6
1489 Alingsås,Sverigedemokraterna,10.8
1489 Alingsås,övriga partier,3.8
1489 Alingsås,ogiltiga valsedlar,..
1489 Alingsås,ej röstande,..
1490 Borås,Moderaterna,23.3
1490 Borås,Centerpartiet,4.9
1490 Borås,Folkpartiet,5.2
1490 Borås,Kristdemokraterna,5.1
1490 Borås,Miljöpartiet,6.8
1490 Borås,Socialdemokraterna,31.4
1490 Borås,Vänsterpartiet,5.8
1490 Borås,Sverigedemokraterna,14.4
1490 Borås,övriga partier,3
1490 Borås,ogiltiga valsedlar,..
1490 Borås,ej röstande,..
1491 Ulricehamn,Moderaterna,22.9
1491 Ulricehamn,Centerpartiet,12.5
1491 Ulricehamn,Folkpartiet,4.4
1491 Ulricehamn,Kristdemokraterna,5.7
1491 Ulricehamn,Miljöpartiet,5.7
1491 Ulricehamn,Socialdemokraterna,27.3
1491 Ulricehamn,Vänsterpartiet,4.5
1491 Ulricehamn,Sverigedemokraterna,14.8
1491 Ulricehamn,övriga partier,2.1
1491 Ulricehamn,ogiltiga valsedlar,..
1491 Ulricehamn,ej röstande,..
1492 Åmål,Moderaterna,16.6
1492 Åmål,Centerpartiet,7.2
1492 Åmål,Folkpartiet,3.9
1492 Åmål,Kristdemokraterna,3.6
1492 Åmål,Miljöpartiet,5
1492 Åmål,Socialdemokraterna,39.1
1492 Åmål,Vänsterpartiet,5.1
1492 Åmål,Sverigedemokraterna,17
1492 Åmål,övriga partier,2.6
1492 Åmål,ogiltiga valsedlar,..
1492 Åmål,ej röstande,..
1493 Mariestad,Moderaterna,21.9
1493 Mariestad,Centerpartiet,6.4
1493 Mariestad,Folkpartiet,3.6
1493 Mariestad,Kristdemokraterna,4.6
1493 Mariestad,Miljöpartiet,5.1
1493 Mariestad,Socialdemokraterna,37.1
1493 Mariestad,Vänsterpartiet,5.2
1493 Mariestad,Sverigedemokraterna,13.6
1493 Mariestad,övriga partier,2.3
1493 Mariestad,ogiltiga valsedlar,..
1493 Mariestad,ej röstande,..
1494 Lidköping,Moderaterna,19.8
1494 Lidköping,Centerpartiet,7
1494 Lidköping,Folkpartiet,5.1
1494 Lidköping,Kristdemokraterna,5.4
