region,parti,procent
1281 Lund,ej röstande,..
1282 Landskrona,Moderaterna,28.2
1282 Landskrona,Centerpartiet,2.5
1282 Landskrona,Folkpartiet,11.7
1282 Landskrona,Kristdemokraterna,2.5
1282 Landskrona,Miljöpartiet,4.3
1282 Landskrona,Socialdemokraterna,35.8
1282 Landskrona,Vänsterpartiet,4.1
1282 Landskrona,Sverigedemokraterna,9.9
1282 Landskrona,övriga partier,1
1282 Landskrona,ogiltiga valsedlar,..
1282 Landskrona,ej röstande,..
1283 Helsingborg,Moderaterna,36.2
1283 Helsingborg,Centerpartiet,3.3
1283 Helsingborg,Folkpartiet,7.9
1283 Helsingborg,Kristdemokraterna,4.4
1283 Helsingborg,Miljöpartiet,6.5
1283 Helsingborg,Socialdemokraterna,27.7
1283 Helsingborg,Vänsterpartiet,3.4
1283 Helsingborg,Sverigedemokraterna,9
1283 Helsingborg,övriga partier,1.5
1283 Helsingborg,ogiltiga valsedlar,..
1283 Helsingborg,ej röstande,..
1284 Höganäs,Moderaterna,42.4
1284 Höganäs,Centerpartiet,5.4
1284 Höganäs,Folkpartiet,9.1
1284 Höganäs,Kristdemokraterna,6.7
1284 Höganäs,Miljöpartiet,5.9
1284 Höganäs,Socialdemokraterna,20.2
1284 Höganäs,Vänsterpartiet,2.6
1284 Höganäs,Sverigedemokraterna,6.4
1284 Höganäs,övriga partier,1.5
1284 Höganäs,ogiltiga valsedlar,..
1284 Höganäs,ej röstande,..
1285 Eslöv,Moderaterna,29.6
1285 Eslöv,Centerpartiet,6.9
1285 Eslöv,Folkpartiet,7
1285 Eslöv,Kristdemokraterna,2.8
1285 Eslöv,Miljöpartiet,4.8
1285 Eslöv,Socialdemokraterna,32.2
1285 Eslöv,Vänsterpartiet,3.2
1285 Eslöv,Sverigedemokraterna,11.8
1285 Eslöv,övriga partier,1.6
1285 Eslöv,ogiltiga valsedlar,..
1285 Eslöv,ej röstande,..
1286 Ystad,Moderaterna,37.9
1286 Ystad,Centerpartiet,5.7
1286 Ystad,Folkpartiet,6.5
1286 Ystad,Kristdemokraterna,3.5
1286 Ystad,Miljöpartiet,5.5
1286 Ystad,Socialdemokraterna,28.4
1286 Ystad,Vänsterpartiet,2.6
1286 Ystad,Sverigedemokraterna,8.4
1286 Ystad,övriga partier,1.5
1286 Ystad,ogiltiga valsedlar,..
1286 Ystad,ej röstande,..
1287 Trelleborg,Moderaterna,34.1
1287 Trelleborg,Centerpartiet,4
1287 Trelleborg,Folkpartiet,5.8
1287 Trelleborg,Kristdemokraterna,3.7
1287 Trelleborg,Miljöpartiet,3.9
1287 Trelleborg,Socialdemokraterna,30.6
1287 Trelleborg,Vänsterpartiet,2.5
1287 Trelleborg,Sverigedemokraterna,13.8
1287 Trelleborg,övriga partier,1.7
1287 Trelleborg,ogiltiga valsedlar,..
1287 Trelleborg,ej röstande,..
1290 Kristianstad,Moderaterna,31.6
1290 Kristianstad,Centerpartiet,5.4
1290 Kristianstad,Folkpartiet,9
1290 Kristianstad,Kristdemokraterna,3.8
1290 Kristianstad,Miljöpartiet,5.5
1290 Kristianstad,Socialdemokraterna,28.6
1290 Kristianstad,Vänsterpartiet,3.3
1290 Kristianstad,Sverigedemokraterna,11.8
1290 Kristianstad,övriga partier,1
1290 Kristianstad,ogiltiga valsedlar,..
1290 Kristianstad,ej röstande,..
1291 Simrishamn,Moderaterna,36.2
1291 Simrishamn,Centerpartiet,7.4
1291 Simrishamn,Folkpartiet,6.1
1291 Simrishamn,Kristdemokraterna,4.6
1291 Simrishamn,Miljöpartiet,6.8
1291 Simrishamn,Socialdemokraterna,26.5
1291 Simrishamn,Vänsterpartiet,3.4
1291 Simrishamn,Sverigedemokraterna,7.6
1291 Simrishamn,övriga partier,1.3
1291 Simrishamn,ogiltiga valsedlar,..
1291 Simrishamn,ej röstande,..
1292 Ängelholm,Moderaterna,40.7
1292 Ängelholm,Centerpartiet,6.5
1292 Ängelholm,Folkpartiet,6.5
1292 Ängelholm,Kristdemokraterna,5.8
1292 Ängelholm,Miljöpartiet,6
1292 Ängelholm,Socialdemokraterna,22.6
1292 Ängelholm,Vänsterpartiet,2.7
1292 Ängelholm,Sverigedemokraterna,7.6
1292 Ängelholm,övriga partier,1.5
1292 Ängelholm,ogiltiga valsedlar,..
1292 Ängelholm,ej röstande,..
1293 Hässleholm,Moderaterna,29
1293 Hässleholm,Centerpartiet,8
1293 Hässleholm,Folkpartiet,5.9
1293 Hässleholm,Kristdemokraterna,5.8
1293 Hässleholm,Miljöpartiet,6
1293 Hässleholm,Socialdemokraterna,28.3
1293 Hässleholm,Vänsterpartiet,3.2
1293 Hässleholm,Sverigedemokraterna,12.9
1293 Hässleholm,övriga partier,0.9
1293 Hässleholm,ogiltiga valsedlar,..
1293 Hässleholm,ej röstande,..
1315 Hylte,Moderaterna,25.5
1315 Hylte,Centerpartiet,12.7
1315 Hylte,Folkpartiet,6.6
1315 Hylte,Kristdemokraterna,5.1
1315 Hylte,Miljöpartiet,3.8
1315 Hylte,Socialdemokraterna,34.5
1315 Hylte,Vänsterpartiet,3.2
1315 Hylte,Sverigedemokraterna,6.9
1315 Hylte,övriga partier,1.6
1315 Hylte,ogiltiga valsedlar,..
1315 Hylte,ej röstande,..
1380 Halmstad,Moderaterna,31.6
1380 Halmstad,Centerpartiet,6.1
1380 Halmstad,Folkpartiet,7.6
1380 Halmstad,Kristdemokraterna,5.1
1380 Halmstad,Miljöpartiet,6.4
1380 Halmstad,Socialdemokraterna,32.4
1380 Halmstad,Vänsterpartiet,4
1380 Halmstad,Sverigedemokraterna,5.3
1380 Halmstad,övriga partier,1.7
1380 Halmstad,ogiltiga valsedlar,..
1380 Halmstad,ej röstande,..
1381 Laholm,Moderaterna,33.4
1381 Laholm,Centerpartiet,12.9
1381 Laholm,Folkpartiet,5.7
1381 Laholm,Kristdemokraterna,4.7
1381 Laholm,Miljöpartiet,4.6
1381 Laholm,Socialdemokraterna,25.3
1381 Laholm,Vänsterpartiet,3.1
1381 Laholm,Sverigedemokraterna,8.7
1381 Laholm,övriga partier,1.5
1381 Laholm,ogiltiga valsedlar,..
1381 Laholm,ej röstande,..
1382 Falkenberg,Moderaterna,28.9
1382 Falkenberg,Centerpartiet,12.6
1382 Falkenberg,Folkpartiet,6.8
1382 Falkenberg,Kristdemokraterna,4.8
1382 Falkenberg,Miljöpartiet,6
1382 Falkenberg,Socialdemokraterna,30
1382 Falkenberg,Vänsterpartiet,3.7
1382 Falkenberg,Sverigedemokraterna,5.8
1382 Falkenberg,övriga partier,1.4
1382 Falkenberg,ogiltiga valsedlar,..
1382 Falkenberg,ej röstande,..
1383 Varberg,Moderaterna,31.8
1383 Varberg,Centerpartiet,9.9
1383 Varberg,Folkpartiet,7.4
1383 Varberg,Kristdemokraterna,5.3
1383 Varberg,Miljöpartiet,6.2
1383 Varberg,Socialdemokraterna,29
1383 Varberg,Vänsterpartiet,4.2
1383 Varberg,Sverigedemokraterna,4.8
1383 Varberg,övriga partier,1.4
1383 Varberg,ogiltiga valsedlar,..
1383 Varberg,ej röstande,..
1384 Kungsbacka,Moderaterna,45.5
1384 Kungsbacka,Centerpartiet,7.4
1384 Kungsbacka,Folkpartiet,9.7
1384 Kungsbacka,Kristdemokraterna,7.3
1384 Kungsbacka,Miljöpartiet,5.7
1384 Kungsbacka,Socialdemokraterna,15.9
1384 Kungsbacka,Vänsterpartiet,2.6
1384 Kungsbacka,Sverigedemokraterna,4.6
1384 Kungsbacka,övriga partier,1.3
1384 Kungsbacka,ogiltiga valsedlar,..
1384 Kungsbacka,ej röstande,..
1401 Härryda,Moderaterna,36.3
1401 Härryda,Centerpartiet,6
1401 Härryda,Folkpartiet,10.5
1401 Härryda,Kristdemokraterna,6.4
1401 Härryda,Miljöpartiet,7.6
1401 Härryda,Socialdemokraterna,21.9
1401 Härryda,Vänsterpartiet,4.6
1401 Härryda,Sverigedemokraterna,5.6
1401 Härryda,övriga partier,1.2
1401 Härryda,ogiltiga valsedlar,..
1401 Härryda,ej röstande,..
1402 Partille,Moderaterna,33.9
1402 Partille,Centerpartiet,4
1402 Partille,Folkpartiet,10
1402 Partille,Kristdemokraterna,7.1
1402 Partille,Miljöpartiet,7.6
1402 Partille,Socialdemokraterna,24.8
1402 Partille,Vänsterpartiet,5.1
1402 Partille,Sverigedemokraterna,5.8
1402 Partille,övriga partier,1.7
1402 Partille,ogiltiga valsedlar,..
1402 Partille,ej röstande,..
1407 Öckerö,Moderaterna,36.2
1407 Öckerö,Centerpartiet,2.8
1407 Öckerö,Folkpartiet,8.2
1407 Öckerö,Kristdemokraterna,19.3
1407 Öckerö,Miljöpartiet,5.9
1407 Öckerö,Socialdemokraterna,18.9
1407 Öckerö,Vänsterpartiet,3.1
1407 Öckerö,Sverigedemokraterna,4.5
1407 Öckerö,övriga partier,1.1
1407 Öckerö,ogiltiga valsedlar,..
1407 Öckerö,ej röstande,..
1415 Stenungsund,Moderaterna,36.1
1415 Stenungsund,Centerpartiet,5.9
1415 Stenungsund,Folkpartiet,8.6
1415 Stenungsund,Kristdemokraterna,6.2
1415 Stenungsund,Miljöpartiet,7.1
1415 Stenungsund,Socialdemokraterna,25.8
1415 Stenungsund,Vänsterpartiet,4.2
1415 Stenungsund,Sverigedemokraterna,4.9
1415 Stenungsund,övriga partier,1.3
1415 Stenungsund,ogiltiga valsedlar,..
1415 Stenungsund,ej röstande,..
1419 Tjörn,Moderaterna,36.1
1419 Tjörn,Centerpartiet,5.6
1419 Tjörn,Folkpartiet,9.9
1419 Tjörn,Kristdemokraterna,13.2
1419 Tjörn,Miljöpartiet,5.9
1419 Tjörn,Socialdemokraterna,20.4
1419 Tjörn,Vänsterpartiet,3
1419 Tjörn,Sverigedemokraterna,5
1419 Tjörn,övriga partier,0.9
1419 Tjörn,ogiltiga valsedlar,..
1419 Tjörn,ej röstande,..
1421 Orust,Moderaterna,33.9
1421 Orust,Centerpartiet,8.8
1421 Orust,Folkpartiet,8.3
1421 Orust,Kristdemokraterna,6.3
1421 Orust,Miljöpartiet,6.4
1421 Orust,Socialdemokraterna,25.6
1421 Orust,Vänsterpartiet,4.7
1421 Orust,Sverigedemokraterna,4.7
1421 Orust,övriga partier,1.2
1421 Orust,ogiltiga valsedlar,..
1421 Orust,ej röstande,..
1427 Sotenäs,Moderaterna,39.1
1427 Sotenäs,Centerpartiet,4.6
1427 Sotenäs,Folkpartiet,8.2
1427 Sotenäs,Kristdemokraterna,8
1427 Sotenäs,Miljöpartiet,4.3
1427 Sotenäs,Socialdemokraterna,27.2
1427 Sotenäs,Vänsterpartiet,3.7
1427 Sotenäs,Sverigedemokraterna,4.2
1427 Sotenäs,övriga partier,0.7
1427 Sotenäs,ogiltiga valsedlar,..
1427 Sotenäs,ej röstande,..
1430 Munkedal,Moderaterna,26
1430 Munkedal,Centerpartiet,11.8
1430 Munkedal,Folkpartiet,5.3
1430 Munkedal,Kristdemokraterna,7
1430 Munkedal,Miljöpartiet,3.9
1430 Munkedal,Socialdemokraterna,32.8
1430 Munkedal,Vänsterpartiet,5.1
1430 Munkedal,Sverigedemokraterna,7.2
1430 Munkedal,övriga partier,0.9
1430 Munkedal,ogiltiga valsedlar,..
1430 Munkedal,ej röstande,..
1435 Tanum,Moderaterna,32.6
1435 Tanum,Centerpartiet,15.4
1435 Tanum,Folkpartiet,9.2
1435 Tanum,Kristdemokraterna,5.8
1435 Tanum,Miljöpartiet,6.3
1435 Tanum,Socialdemokraterna,22
1435 Tanum,Vänsterpartiet,3.4
1435 Tanum,Sverigedemokraterna,4.4
1435 Tanum,övriga partier,1
1435 Tanum,ogiltiga valsedlar,..
1435 Tanum,ej röstande,..
1438 Dals-Ed,Moderaterna,27.2
1438 Dals-Ed,Centerpartiet,15.8
1438 Dals-Ed,Folkpartiet,4.6
1438 Dals-Ed,Kristdemokraterna,9.2
1438 Dals-Ed,Miljöpartiet,3.7
1438 Dals-Ed,Socialdemokraterna,28.4
1438 Dals-Ed,Vänsterpartiet,3.9
1438 Dals-Ed,Sverigedemokraterna,6.1
1438 Dals-Ed,övriga partier,1
1438 Dals-Ed,ogiltiga valsedlar,..
1438 Dals-Ed,ej röstande,..
1439 Färgelanda,Moderaterna,24.5
1439 Färgelanda,Centerpartiet,14.9
1439 Färgelanda,Folkpartiet,4.9
1439 Färgelanda,Kristdemokraterna,5.2
1439 Färgelanda,Miljöpartiet,3
1439 Färgelanda,Socialdemokraterna,34.1
1439 Färgelanda,Vänsterpartiet,4.1
1439 Färgelanda,Sverigedemokraterna,8.6
1439 Färgelanda,övriga partier,0.8
1439 Färgelanda,ogiltiga valsedlar,..
1439 Färgelanda,ej röstande,..
1440 Ale,Moderaterna,28.2
1440 Ale,Centerpartiet,5
1440 Ale,Folkpartiet,6.5
1440 Ale,Kristdemokraterna,5.8
1440 Ale,Miljöpartiet,6
1440 Ale,Socialdemokraterna,33
1440 Ale,Vänsterpartiet,6.1
1440 Ale,Sverigedemokraterna,8.1
1440 Ale,övriga partier,1.4
1440 Ale,ogiltiga valsedlar,..
1440 Ale,ej röstande,..
1441 Lerum,Moderaterna,35.1
1441 Lerum,Centerpartiet,5.1
1441 Lerum,Folkpartiet,10
1441 Lerum,Kristdemokraterna,7
1441 Lerum,Miljöpartiet,8.8
1441 Lerum,Socialdemokraterna,22.3
1441 Lerum,Vänsterpartiet,5.1
1441 Lerum,Sverigedemokraterna,5.4
1441 Lerum,övriga partier,1.2
1441 Lerum,ogiltiga valsedlar,..
1441 Lerum,ej röstande,..
1442 Vårgårda,Moderaterna,23.2
1442 Vårgårda,Centerpartiet,11.9
1442 Vårgårda,Folkpartiet,8.2
1442 Vårgårda,Kristdemokraterna,13.2
1442 Vårgårda,Miljöpartiet,6.2
1442 Vårgårda,Socialdemokraterna,26.6
1442 Vårgårda,Vänsterpartiet,4.1
1442 Vårgårda,Sverigedemokraterna,5.9
1442 Vårgårda,övriga partier,0.8
1442 Vårgårda,ogiltiga valsedlar,..
1442 Vårgårda,ej röstande,..
1443 Bollebygd,Moderaterna,33.1
1443 Bollebygd,Centerpartiet,7.2
1443 Bollebygd,Folkpartiet,6.5
1443 Bollebygd,Kristdemokraterna,6.5
1443 Bollebygd,Miljöpartiet,6.1
1443 Bollebygd,Socialdemokraterna,26.6
1443 Bollebygd,Vänsterpartiet,4.7
1443 Bollebygd,Sverigedemokraterna,8.2
1443 Bollebygd,övriga partier,1
1443 Bollebygd,ogiltiga valsedlar,..
1443 Bollebygd,ej röstande,..
1444 Grästorp,Moderaterna,31.6
1444 Grästorp,Centerpartiet,14.1
1444 Grästorp,Folkpartiet,5.2
1444 Grästorp,Kristdemokraterna,4.2
1444 Grästorp,Miljöpartiet,3.6
1444 Grästorp,Socialdemokraterna,30.5
1444 Grästorp,Vänsterpartiet,3.5
1444 Grästorp,Sverigedemokraterna,6.3
1444 Grästorp,övriga partier,1
1444 Grästorp,ogiltiga valsedlar,..
1444 Grästorp,ej röstande,..
1445 Essunga,Moderaterna,31.4
1445 Essunga,Centerpartiet,12.6
1445 Essunga,Folkpartiet,5
1445 Essunga,Kristdemokraterna,6.4
1445 Essunga,Miljöpartiet,4.2
1445 Essunga,Socialdemokraterna,29.3
1445 Essunga,Vänsterpartiet,3.9
1445 Essunga,Sverigedemokraterna,6.2
1445 Essunga,övriga partier,1
1445 Essunga,ogiltiga valsedlar,..
1445 Essunga,ej röstande,..
1446 Karlsborg,Moderaterna,26.9
1446 Karlsborg,Centerpartiet,11
1446 Karlsborg,Folkpartiet,7.7
1446 Karlsborg,Kristdemokraterna,6.5
1446 Karlsborg,Miljöpartiet,4.3
1446 Karlsborg,Socialdemokraterna,33.6
1446 Karlsborg,Vänsterpartiet,3.4
1446 Karlsborg,Sverigedemokraterna,5.8
1446 Karlsborg,övriga partier,0.7
1446 Karlsborg,ogiltiga valsedlar,..
1446 Karlsborg,ej röstande,..
1447 Gullspång,Moderaterna,22.7
1447 Gullspång,Centerpartiet,7.5
1447 Gullspång,Folkpartiet,4.9
1447 Gullspång,Kristdemokraterna,5.3
1447 Gullspång,Miljöpartiet,3.7
1447 Gullspång,Socialdemokraterna,43.9
1447 Gullspång,Vänsterpartiet,5.1
1447 Gullspång,Sverigedemokraterna,6.2
1447 Gullspång,övriga partier,0.7
1447 Gullspång,ogiltiga valsedlar,..
1447 Gullspång,ej röstande,..
1452 Tranemo,Moderaterna,26.7
1452 Tranemo,Centerpartiet,14.1
1452 Tranemo,Folkpartiet,5.9
1452 Tranemo,Kristdemokraterna,5.5
1452 Tranemo,Miljöpartiet,4.9
1452 Tranemo,Socialdemokraterna,32
1452 Tranemo,Vänsterpartiet,3.1
1452 Tranemo,Sverigedemokraterna,6.9
1452 Tranemo,övriga partier,0.9
1452 Tranemo,ogiltiga valsedlar,..
1452 Tranemo,ej röstande,..
1460 Bengtsfors,Moderaterna,23.1
1460 Bengtsfors,Centerpartiet,10.9
1460 Bengtsfors,Folkpartiet,5.2
1460 Bengtsfors,Kristdemokraterna,5.8
1460 Bengtsfors,Miljöpartiet,4.9
1460 Bengtsfors,Socialdemokraterna,38.5
1460 Bengtsfors,Vänsterpartiet,5.1
1460 Bengtsfors,Sverigedemokraterna,5.6
1460 Bengtsfors,övriga partier,0.8
1460 Bengtsfors,ogiltiga valsedlar,..
1460 Bengtsfors,ej röstande,..
1461 Mellerud,Moderaterna,26.5
1461 Mellerud,Centerpartiet,13.3
1461 Mellerud,Folkpartiet,6.1
1461 Mellerud,Kristdemokraterna,6.4
1461 Mellerud,Miljöpartiet,4.5
1461 Mellerud,Socialdemokraterna,29.7
1461 Mellerud,Vänsterpartiet,5
1461 Mellerud,Sverigedemokraterna,7.7
1461 Mellerud,övriga partier,0.7
1461 Mellerud,ogiltiga valsedlar,..
1461 Mellerud,ej röstande,..
1462 Lilla Edet,Moderaterna,22.3
1462 Lilla Edet,Centerpartiet,6.5
1462 Lilla Edet,Folkpartiet,6
1462 Lilla Edet,Kristdemokraterna,3.8
1462 Lilla Edet,Miljöpartiet,4.7
1462 Lilla Edet,Socialdemokraterna,37.9
1462 Lilla Edet,Vänsterpartiet,7.3
1462 Lilla Edet,Sverigedemokraterna,10.1
1462 Lilla Edet,övriga partier,1.4
1462 Lilla Edet,ogiltiga valsedlar,..
1462 Lilla Edet,ej röstande,..
1463 Mark,Moderaterna,24.5
1463 Mark,Centerpartiet,9.3
1463 Mark,Folkpartiet,7.5
1463 Mark,Kristdemokraterna,6.7
1463 Mark,Miljöpartiet,5.7
1463 Mark,Socialdemokraterna,34
1463 Mark,Vänsterpartiet,5.6
1463 Mark,Sverigedemokraterna,5.8
1463 Mark,övriga partier,0.9
1463 Mark,ogiltiga valsedlar,..
1463 Mark,ej röstande,..
1465 Svenljunga,Moderaterna,29
1465 Svenljunga,Centerpartiet,14.1
1465 Svenljunga,Folkpartiet,6.5
1465 Svenljunga,Kristdemokraterna,5.2
1465 Svenljunga,Miljöpartiet,3.8
1465 Svenljunga,Socialdemokraterna,29.3
1465 Svenljunga,Vänsterpartiet,3.1
1465 Svenljunga,Sverigedemokraterna,7.9
1465 Svenljunga,övriga partier,1
1465 Svenljunga,ogiltiga valsedlar,..
1465 Svenljunga,ej röstande,..
1466 Herrljunga,Moderaterna,24.7
1466 Herrljunga,Centerpartiet,13
1466 Herrljunga,Folkpartiet,7.2
1466 Herrljunga,Kristdemokraterna,9
1466 Herrljunga,Miljöpartiet,5.3
1466 Herrljunga,Socialdemokraterna,27.2
1466 Herrljunga,Vänsterpartiet,4.9
1466 Herrljunga,Sverigedemokraterna,7.9
1466 Herrljunga,övriga partier,0.7
1466 Herrljunga,ogiltiga valsedlar,..
1466 Herrljunga,ej röstande,..
1470 Vara,Moderaterna,33
1470 Vara,Centerpartiet,12.4
1470 Vara,Folkpartiet,5.6
1470 Vara,Kristdemokraterna,6.2
1470 Vara,Miljöpartiet,3.7
1470 Vara,Socialdemokraterna,28.3
1470 Vara,Vänsterpartiet,4.1
1470 Vara,Sverigedemokraterna,5.8
1470 Vara,övriga partier,0.8
1470 Vara,ogiltiga valsedlar,..
1470 Vara,ej röstande,..
1471 Götene,Moderaterna,25.5
1471 Götene,Centerpartiet,8.7
1471 Götene,Folkpartiet,6.2
1471 Götene,Kristdemokraterna,8.2
1471 Götene,Miljöpartiet,6.4
1471 Götene,Socialdemokraterna,34.5
1471 Götene,Vänsterpartiet,4.9
1471 Götene,Sverigedemokraterna,4.8
1471 Götene,övriga partier,0.9
1471 Götene,ogiltiga valsedlar,..
1471 Götene,ej röstande,..
1472 Tibro,Moderaterna,23.4
1472 Tibro,Centerpartiet,7.3
1472 Tibro,Folkpartiet,7.2
1472 Tibro,Kristdemokraterna,10
1472 Tibro,Miljöpartiet,4.4
1472 Tibro,Socialdemokraterna,36.4
1472 Tibro,Vänsterpartiet,4.3
1472 Tibro,Sverigedemokraterna,6.4
1472 Tibro,övriga partier,0.6
1472 Tibro,ogiltiga valsedlar,..
1472 Tibro,ej röstande,..
1473 Töreboda,Moderaterna,24.8
1473 Töreboda,Centerpartiet,11.6
1473 Töreboda,Folkpartiet,3.9
1473 Töreboda,Kristdemokraterna,5.3
1473 Töreboda,Miljöpartiet,4.3
1473 Töreboda,Socialdemokraterna,37.6
1473 Töreboda,Vänsterpartiet,5.1
1473 Töreboda,Sverigedemokraterna,6.5
1473 Töreboda,övriga partier,0.9
1473 Töreboda,ogiltiga valsedlar,..
1473 Töreboda,ej röstande,..
1480 Göteborg,Moderaterna,30.4
1480 Göteborg,Centerpartiet,3.8
1480 Göteborg,Folkpartiet,8.4
1480 Göteborg,Kristdemokraterna,6.1
1480 Göteborg,Miljöpartiet,10.7
1480 Göteborg,Socialdemokraterna,25.2
1480 Göteborg,Vänsterpartiet,8.5
1480 Göteborg,Sverigedemokraterna,4.9
1480 Göteborg,övriga partier,1.9
1480 Göteborg,ogiltiga valsedlar,..
1480 Göteborg,ej röstande,..
1481 Mölndal,Moderaterna,32.9
1481 Mölndal,Centerpartiet,4.8
1481 Mölndal,Folkpartiet,10.3
1481 Mölndal,Kristdemokraterna,6.5
1481 Mölndal,Miljöpartiet,8.5
1481 Mölndal,Socialdemokraterna,24.8
1481 Mölndal,Vänsterpartiet,5.3
1481 Mölndal,Sverigedemokraterna,5.6
1481 Mölndal,övriga partier,1.4
1481 Mölndal,ogiltiga valsedlar,..
1481 Mölndal,ej röstande,..
1482 Kungälv,Moderaterna,33.2
1482 Kungälv,Centerpartiet,6.6
1482 Kungälv,Folkpartiet,9.1
1482 Kungälv,Kristdemokraterna,7.1
1482 Kungälv,Miljöpartiet,6.3
1482 Kungälv,Socialdemokraterna,26
1482 Kungälv,Vänsterpartiet,4.4
1482 Kungälv,Sverigedemokraterna,6.2
1482 Kungälv,övriga partier,1
1482 Kungälv,ogiltiga valsedlar,..
1482 Kungälv,ej röstande,..
1484 Lysekil,Moderaterna,25.6
1484 Lysekil,Centerpartiet,4.2
1484 Lysekil,Folkpartiet,10
1484 Lysekil,Kristdemokraterna,4.7
1484 Lysekil,Miljöpartiet,6.5
1484 Lysekil,Socialdemokraterna,36.7
1484 Lysekil,Vänsterpartiet,5.6
1484 Lysekil,Sverigedemokraterna,5.8
1484 Lysekil,övriga partier,0.9
1484 Lysekil,ogiltiga valsedlar,..
1484 Lysekil,ej röstande,..
1485 Uddevalla,Moderaterna,28.8
1485 Uddevalla,Centerpartiet,5
1485 Uddevalla,Folkpartiet,6.6
1485 Uddevalla,Kristdemokraterna,6.8
1485 Uddevalla,Miljöpartiet,7
1485 Uddevalla,Socialdemokraterna,33.4
1485 Uddevalla,Vänsterpartiet,5.2
1485 Uddevalla,Sverigedemokraterna,6.1
1485 Uddevalla,övriga partier,1.1
1485 Uddevalla,ogiltiga valsedlar,..
1485 Uddevalla,ej röstande,..
1486 Strömstad,Moderaterna,29.3
1486 Strömstad,Centerpartiet,10.9
1486 Strömstad,Folkpartiet,8.6
1486 Strömstad,Kristdemokraterna,5.2
1486 Strömstad,Miljöpartiet,8.5
1486 Strömstad,Socialdemokraterna,28
1486 Strömstad,Vänsterpartiet,4.2
1486 Strömstad,Sverigedemokraterna,4.5
1486 Strömstad,övriga partier,0.8
1486 Strömstad,ogiltiga valsedlar,..
1486 Strömstad,ej röstande,..
1487 Vänersborg,Moderaterna,26
1487 Vänersborg,Centerpartiet,5.7
1487 Vänersborg,Folkpartiet,7.5
1487 Vänersborg,Kristdemokraterna,5.4
1487 Vänersborg,Miljöpartiet,7.1
1487 Vänersborg,Socialdemokraterna,34
1487 Vänersborg,Vänsterpartiet,6.7
1487 Vänersborg,Sverigedemokraterna,6.3
1487 Vänersborg,övriga partier,1.2
1487 Vänersborg,ogiltiga valsedlar,..
1487 Vänersborg,ej röstande,..
1488 Trollhättan,Moderaterna,24.1
1488 Trollhättan,Centerpartiet,3.7
1488 Trollhättan,Folkpartiet,7.4
1488 Trollhättan,Kristdemokraterna,4.4
1488 Trollhättan,Miljöpartiet,6.7
1488 Trollhättan,Socialdemokraterna,42
1488 Trollhättan,Vänsterpartiet,5.8
1488 Trollhättan,Sverigedemokraterna,4.9
1488 Trollhättan,övriga partier,1
1488 Trollhättan,ogiltiga valsedlar,..
1488 Trollhättan,ej röstande,..
1489 Alingsås,Moderaterna,27.9
1489 Alingsås,Centerpartiet,6.2
1489 Alingsås,Folkpartiet,10
1489 Alingsås,Kristdemokraterna,8.7
1489 Alingsås,Miljöpartiet,9.5
1489 Alingsås,Socialdemokraterna,25.7
1489 Alingsås,Vänsterpartiet,6.2
1489 Alingsås,Sverigedemokraterna,4.7
1489 Alingsås,övriga partier,1.1
1489 Alingsås,ogiltiga valsedlar,..
1489 Alingsås,ej röstande,..
1490 Borås,Moderaterna,29.1
1490 Borås,Centerpartiet,4.7
1490 Borås,Folkpartiet,7.7
1490 Borås,Kristdemokraterna,6.2
1490 Borås,Miljöpartiet,6.5
1490 Borås,Socialdemokraterna,31.9
1490 Borås,Vänsterpartiet,5.6
1490 Borås,Sverigedemokraterna,7.1
1490 Borås,övriga partier,1.3
1490 Borås,ogiltiga valsedlar,..
1490 Borås,ej röstande,..
1491 Ulricehamn,Moderaterna,29.4
1491 Ulricehamn,Centerpartiet,12.2
1491 Ulricehamn,Folkpartiet,6.8
1491 Ulricehamn,Kristdemokraterna,7.9
1491 Ulricehamn,Miljöpartiet,6.1
1491 Ulricehamn,Socialdemokraterna,26.2
1491 Ulricehamn,Vänsterpartiet,3.9
1491 Ulricehamn,Sverigedemokraterna,6.7
1491 Ulricehamn,övriga partier,0.9
1491 Ulricehamn,ogiltiga valsedlar,..
1491 Ulricehamn,ej röstande,..
1492 Åmål,Moderaterna,24.8
1492 Åmål,Centerpartiet,6.6
1492 Åmål,Folkpartiet,6
1492 Åmål,Kristdemokraterna,5.2
1492 Åmål,Miljöpartiet,6.1
1492 Åmål,Socialdemokraterna,39.7
1492 Åmål,Vänsterpartiet,5.3
1492 Åmål,Sverigedemokraterna,5.5
1492 Åmål,övriga partier,0.8
1492 Åmål,ogiltiga valsedlar,..
1492 Åmål,ej röstande,..
1493 Mariestad,Moderaterna,28.1
1493 Mariestad,Centerpartiet,5.3
1493 Mariestad,Folkpartiet,5.6
1493 Mariestad,Kristdemokraterna,5.7
1493 Mariestad,Miljöpartiet,6.1
1493 Mariestad,Socialdemokraterna,37.1
1493 Mariestad,Vänsterpartiet,5.9
1493 Mariestad,Sverigedemokraterna,5.2
1493 Mariestad,övriga partier,1
1493 Mariestad,ogiltiga valsedlar,..
1493 Mariestad,ej röstande,..
1494 Lidköping,Moderaterna,26.3
1494 Lidköping,Centerpartiet,7.1
1494 Lidköping,Folkpartiet,6.7
1494 Lidköping,Kristdemokraterna,6.5
1494 Lidköping,Miljöpartiet,6.4
